"기준일ID","시간대구분","자치구코드","총생활인구수","중국인체류인구수","중국외외국인체류인구수"
"20260503","21","11170","10968.7179","3893.218","7075.5"
"20260503","21","11200","7041.9021","3518.0911","3523.8111"
"20260503","21","11215","3373.754","1641.6418","1732.1119"
"20260503","21","11230","2340.9733","1122.1212","1218.8531"
"20260503","21","11260","582.3397","189.803","392.5366"
"20260503","21","11290","1601.2196","689.8314","911.3871"
"20260503","21","11305","971.1641","399.6963","571.4678"
"20260503","21","11320","350.2221","86.1343","264.0874"
"20260503","21","11350","640.0474","140.9386","499.1083"
"20260503","21","11380","1088.2655","355.7357","732.5288"
"20260503","21","11410","12625.3009","4552.1173","8073.185"
"20260503","21","11440","24264.04","8532.064","15731.9737"
"20260503","21","11470","702.9706","254.0705","448.8992"
"20260503","21","11500","6822.1779","3085.7793","3736.3957"
"20260503","21","11530","3011.3002","1690.1821","1321.1187"
"20260503","21","11545","1378.9071","860.4608","518.447"
"20260503","21","11560","9339.562","5466.6805","3872.8817"
"20260503","21","11590","1425.7079","539.1483","886.5591"
"20260503","21","11620","3263.1636","1414.3494","1848.8138"
"20260503","21","11650","7256.2325","2229.9478","5026.2836"
"20260503","21","11680","20802.2025","7356.3528","13445.8506"
"20260503","21","11710","10054.6088","4672.8843","5381.724"
"20260503","21","11740","1733.3287","808.4698","924.8581"
"20260503","22","11110","15989.7387","5121.329","10868.408"
"20260503","22","11140","43425.524","17227.1555","26198.368"
"20260503","22","11170","10922.8755","3753.6717","7169.2072"
"20260503","22","11200","5633.0388","2797.0749","2835.9655"
"20260503","22","11215","3221.4252","1529.0933","1692.3319"
"20260503","22","11230","2723.3465","1354.3695","1368.9775"
"20260503","22","11260","628.3676","207.6476","420.7203"
"20260503","22","11290","1796.4074","773.5899","1022.8186"
"20260503","22","11305","1137.3512","499.2271","638.1256"
"20260503","22","11320","381.2585","95.7308","285.5276"
"20260503","22","11350","674.4846","157.9057","516.5785"
"20260503","22","11380","1253.2843","450.6006","802.6847"
"20260503","22","11410","13689.4185","5007.3287","8682.0903"
"20260503","22","11440","23808.4749","8436.7007","15371.7767"
"20260503","22","11470","763.3467","248.9615","514.3865"
"20260503","22","11500","7152.9747","3370.151","3782.8234"
"20260503","22","11530","3420.6222","1892.8004","1527.8212"
"20260503","22","11545","1568.7646","970.9894","597.7735"
"20260503","22","11560","9388.0472","5552.5464","3835.4981"
"20260503","22","11590","1496.6767","588.7688","907.9075"
"20260503","22","11620","3562.6742","1628.8123","1933.8598"
"20260503","22","11650","7576.2702","2442.397","5133.8729"
"20260503","22","11680","21038.6156","7309.3292","13729.2883"
"20260503","22","11710","8642.6316","3659.6819","4982.9486"
"20260503","22","11740","1831.6292","900.5241","931.1056"
"20260503","23","11110","16834.7916","5331.6871","11503.1025"
"20260503","23","11140","42109.593","16649.8645","25459.7272"
"20260503","23","11170","11457.5561","3847.403","7610.1553"
"20260503","23","11200","4975.598","2433.8088","2541.7881"
"20260503","23","11215","2931.2547","1465.5875","1465.6678"
"20260503","23","11230","2971.3519","1476.6874","1494.6637"
"20260503","23","11260","645.777","222.9561","422.8213"
"20260503","23","11290","1818.9575","815.6249","1003.3321"
"20260503","23","11305","1204.5629","541.8644","662.6978"
"20260503","23","11320","401.8166","112.0041","289.813"
"20260503","23","11350","686.645","173.4171","513.2276"
"20260503","23","11380","1333.5827","558.74","774.8421"
"20260503","23","11410","14235.6989","5160.0067","9075.693"
"20260503","23","11440","23634.5863","8374.8033","15259.7825"
"20260503","23","11470","770.2902","261.9171","508.3729"
"20260503","23","11500","7365.4685","3549.224","3816.2458"
"20260503","23","11530","3478.8709","1980.309","1498.5627"
"20260503","23","11545","1614.7698","1032.6702","582.0998"
"20260503","23","11560","9488.0945","5542.8631","3945.2333"
"20260503","23","11590","1555.926","621.2796","934.6473"
"20260503","23","11620","3727.7716","1700.96","2026.8137"
"20260503","23","11650","7423.5887","2483.7831","4939.8065"
"20260503","23","11680","21309.2995","7388.8671","13920.4331"
"20260503","23","11710","8309.6103","3378.7962","4930.8128"
"20260503","23","11740","1799.7068","914.3826","885.3235"
