"일시","대여소명","대여건수","반납건수"
"2025-07-01","742. 등촌역 5번 출구 뒤","0","1"
"2025-07-01","748. 목동운동장","1","1"
"2025-07-01","1030. 미호 플랜트 앞","1","0"
"2025-07-01","1044. 굽은다리역","2","2"
"2025-07-01","1153. 발산역 1번, 9번 인근 대여소","0","2"
"2025-07-01","300. 정동사거리","0","1"
"2025-07-01","301. 경복궁역 7번출구 앞","1","1"
"2025-07-01","3515. 서울숲 관리사무소","19","12"
"2025-07-01","305. 종로구청 옆","2","0"
"2025-07-01","307. 서울역사박물관 앞","1","0"
"2025-07-01","314. 국립현대미술관","2","2"
"2025-07-01","829. 한강대교 북단 교차로","2","3"
"2025-07-01","832. 이촌1동 주민센터 뒤","3","0"
"2025-07-01","2385. 학동역","0","4"
"2025-07-01","393. 동대문역 8번 출구","2","0"
"2025-07-01","398. 을지로3가역 3번출구","1","0"
"2025-07-01","839. 보광동 삼성리버빌아파트 앞","0","1"
"2025-07-01","331. 을지로2가 사거리 북측","1","0"
"2025-07-01","334. 종로3가역 2번출구 뒤","2","0"
"2025-07-01","2505. 우성아파트사거리 (기업은행앞)","2","0"
"2025-07-01","2407. 역삼서초삼성 세무서 앞 (역삼빌딩 앞)","1","0"
"2025-07-01","342. 대학로 마로니에공원","2","0"
"2025-07-01","3529. 어린이대공원정문","1","0"
"2025-07-01","452. 동대문 종합시장 버스정류장","0","2"
"2025-07-01","458. 광화문역 5번출구","0","1"
"2025-07-01","346. 맥스타일 앞","0","1"
"2025-07-01","347. 동대문역사문화공원역 9번출구 앞","1","0"
"2025-07-01","1372. KEB은행 고대점","2","0"
"2025-07-01","349. 어린이도서관","1","0"
"2025-07-01","3533. 건대입구역 사거리(롯데백화점)","0","1"
"2025-07-01","3534. 건대입구역 5번출구 뒤","1","1"
"2025-07-01","433. 을지로입구역 2번출구","1","1"
"2025-07-01","2608. 송파구청","1","0"
"2025-07-01","1084. 윤선생빌딩(JYP사옥)","1","0"
"2025-07-01","1193. 마곡센트럴타워 1차","1","0"
"2025-07-01","354. 포르투갈 대사관 앞","1","0"
"2025-07-01","1197. 엠펠리체 호텔 건너편","0","1"
"2025-07-01","358. 성균관대입구 사거리 A","0","1"
"2025-07-01","359. 원남동사거리","3","5"
"2025-07-01","361. 동묘앞역 1번출구 뒤","2","2"
"2025-07-01","362. 청계8가사거리 A","1","0"
"2025-07-01","471.회현사거리 남측","0","2"
"2025-07-01","473.을지로4가역 9번출구","1","0"
"2025-07-01","474.동대문역사문화공원역 1번출구 뒤편","3","3"
"2025-07-01","475.DDP 패션몰","2","3"
"2025-07-01","485.서울역5번출구","1","1"
"2025-07-01","2644. 성내5교","0","1"
"2025-07-01","113. 홍대입구역 2번출구 앞","3","0"
"2025-07-01","3407.안국동사거리(신)","3","3"
"2025-07-01","3413.종로플레이스","1","0"
"2025-07-01","3415.동대문역6번출구","3","1"
"2025-07-01","3416.동묘앞역 6번출구","0","2"
"2025-07-01","3432.종로2가 사거리","1","0"
"2025-07-01","1078.둔촌사거리","0","1"
"2025-07-01","2623.석촌동 주민센터","1","0"
"2025-07-01","2649.오금공원사거리2","1","0"
"2025-07-01","374. 신당동주민센터앞","0","1"
"2025-07-01","2525.반포쇼핑타운 2동 앞","4","5"
"2025-07-01","380. CJ제일제당 앞","0","1"
"2025-07-01","114. 홍대입구역 8번출구 앞","1","1"
"2025-07-01","2715.마곡나루역 2번 출구 ","2","2"
"2025-07-01","2717.LG유플러스 마곡사옥","1","0"
"2025-07-01","2723.마곡 필네이처","2","2"
"2025-07-01","147. 마포역 4번출구 뒤","2","1"
"2025-07-01","153. 성산2교 사거리","1","0"
"2025-07-01","493.홍대입구역 6번출구","4","2"
"2025-07-01","3009. 홍대입구역 사거리","0","1"
"2025-07-01","3010.홍대입구역 3번출구","0","2"
"2025-07-01","864.순천향대학병원(한남오거리)","1","0"
"2025-07-01","870.노들섬 서측 앞","1","1"
"2025-07-01","3571.화양 APT(횡단보도 옆)","1","0"
"2025-07-01","3550.금호나들목","4","4"
"2025-07-01","3552.서울숲 공영주차장앞","1","3"
"2025-07-01","521. 왕십리역 11번 출구 앞","2","0"
"2025-07-01","3013.서울지방고용노동청 앞","0","1"
"2025-07-01","4607. 국립중앙박물관 -용산가족공원 앞","1","0"
"2025-07-01","4610. 한남나인원 105동 앞","1","0"
"2025-07-01","4612. 이태원로 255","2","0"
"2025-07-01","4622. 한강중학교 앞 버스정류장","0","2"
"2025-07-01","4623. 라인프랜즈이태원점 앞","0","1"
"2025-07-01","3904. 테크노마트 앞","0","1"
"2025-07-01","3789. 염창나들목","0","2"
"2025-07-01","4113. 한국국방연구원 앞","0","1"
"2025-07-01","4707. 청계3가 사거리","0","2"
"2025-07-01","4768. 서울도시건축전시관","1","1"
"2025-07-01","4785. 롯데시티호텔","2","0"
"2025-07-01","4791. 명동역9번 출구","0","2"
"2025-07-01","4207. 아만티호텔 앞","1","2"
"2025-07-01","4208. 스타벅스(동교동) 앞","0","1"
"2025-07-01","543. 구의공원(테크노마트 앞)","3","0"
"2025-07-01","4705. 웰니스센터(민방위교육장 앞)","2","3"
"2025-07-01","4496. 잠실 파크리오 120동 앞","1","0"
"2025-07-01","4713. 현대 뜨레비앙 아파트 앞","0","1"
"2025-07-01","3615. 서울 논현동우체국 앞","0","3"
"2025-07-01","3627. 압구정나들목","1","1"
"2025-07-01","3628. 역삼1동 주민센터","3","0"
"2025-07-01","4585. 국회6문","0","1"
"2025-07-01","613. 신설동역 10번출구 앞","0","2"
"2025-07-01","228. 선유도역 3번출구 앞","1","1"
"2025-07-01","229. 양평1 보행육교 앞","2","0"
"2025-07-01","4565. 영등포 신세계백화점","1","1"
"2025-07-01","4870. 몽촌토성역 3번 출구","2","0"
"2025-07-01","4217. 한강공원 망원나들목","0","2"
"2025-07-01","4715. 돈의문 박물관 마을","1","0"
"2025-07-01","5065. 허준박물관삼거리","0","2"
"2025-07-01","4598. 오목교 동측 지하보도","1","1"
"2025-07-01","248. 초원아파트 앞","0","2"
"2025-07-01","4233. 코오롱아파트사거리","1","2"
"2025-07-01","4886. 배명고등학교 건너편","1","1"
"2025-07-01","4377. 우영테크노센터 앞","0","1"
"2025-07-01","4244. 당인리발전소 공원 앞","2","1"
"2025-07-01","4634. 이태원역 3번 출구","1","0"
"2025-07-01","4718. 광화문역 6번출구 옆 A","0","2"
"2025-07-01","4907. 극동스포츠 앞","3","1"
"2025-07-01","4639. 동빙고근린공원","0","1"
"2025-07-01","5080. 가양역 1번출구","2","0"
"2025-07-01","4332. 이수교차로","0","1"
"2025-07-01","4719. 종로문화원 건너편","0","1"
"2025-07-01","4273. 홍연2교 사거리","1","1"
"2025-07-01","5858. 영등포역5번출구","1","0"
"2025-07-01","3819. 서울대벤처타운역","1","1"
"2025-07-01","709. 신정3동 현장민원실 앞","1","0"
"2025-07-01","4131. 베네스트 오피스텔 앞","0","1"
"2025-07-01","130. 신촌역(2호선) 7번출구 앞","1","1"
"2025-07-01","6054.청구e편한세상아파트 113동 앞","1","1"
"2025-07-01","5768.방이삼거리","1","0"
"2025-07-01","3988. 엘아르베뉴 102동 앞","0","1"
"2025-07-01","5870. LG트윈타워 앞","0","1"
"2025-07-01","802. 한강진역 2번 출구 앞","1","0"
"2025-07-01","4135. 삼성생명 앞","1","1"
"2025-07-01","809. 한남 유수지 복개주차장","1","5"
"2025-07-01","4399. 더리브 세종타워 앞","0","1"
"2025-07-01","4957. 신명초교 교차로","3","3"
"2025-07-01","6060. 신한은행 본점","0","1"
"2025-07-01","4721. 통인시장 정자","0","2"
"2025-07-01","5513. 마포음식문화거리","1","0"
"2025-07-01","5887.나루마을 마당공원","1","1"
"2025-07-01","387. 훈련원공원주차장 앞","1","0"
"2025-07-01","181. 망원초록길 입구","2","0"
"2025-07-01","183. 하늘채코오롱아파트 건너편","1","0"
"2025-07-01","565. 옥수역 3번출구","0","2"
"2025-07-01","574. 아차산역4번출구","0","1"
"2025-07-01","641. 용두역 4번출구","1","1"
"2025-07-01","267. 삼성화재 사옥 옆","2","2"
"2025-07-01","272. 당산육갑문","1","0"
"2025-07-01","825. 서빙고동 주민센터 앞","1","5"
"2025-07-01","584. 광진광장 교통섬","1","0"
"2025-07-01","905. 구파발역 2번출구","0","1"
"2025-07-01","907. CJ 드림시티","1","0"
"2025-07-01","201. 진미파라곤 앞","1","0"
"2025-07-01","912. 응암오거리","0","1"
"2025-07-01","587. 유니베라 앞","1","0"
"2025-07-01","588. 뚝섬 유원지역","0","1"
"2025-07-01","1008. 암사역 3번출구(국민은행앞)","2","2"
"2025-07-01","203. 국회의사당역 3번출구 옆","0","2"
"2025-07-01","1112. 마곡엠밸리4단지 정문","0","1"
"2025-07-01","1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔)","1","1"
"2025-07-01","205. 산업은행 앞","0","2"
"2025-07-01","1209. 잠실나루역 (2번 출구 쪽)","0","1"
"2025-07-01","1222. 잠실새내역 5번 출구 뒤","1","3"
"2025-07-01","209. 유진투자증권빌딩 앞","1","0"
"2025-07-01","217. NH농협은행 앞","0","1"
"2025-07-01","2025. 흑석역 1번출구","3","1"
"2025-07-01","226. 샛강역 1번출구 앞","2","0"
"2025-07-01","207. 여의나루역 1번출구 앞","1","1"
"2025-07-01","2202.청계산입구역 1번출구","2","0"
"2025-07-01","2217.아크로리버뷰 부지 앞","2","0"
"2025-07-01","2256.양재동 꽃시장 입구","0","2"
"2025-07-01","2301. 현대고등학교 건너편","1","0"
"2025-07-01","2317. 삼성도로공원","3","3"
"2025-07-01","2304. 대현그린타워","2","0"
"2025-07-01","2306. 압구정역 2번 출구 옆","0","2"
"2025-07-01","2312. 청담역 13번 출구 앞","2","2"
"2025-07-01","2315. 봉은사역 5번출구 옆","0","2"
"2025-07-01","106. 합정역 7번출구 앞","1","0"
"2025-07-01","2332. 선릉역3번출구","0","1"
"2025-07-01","1308. 안암로터리 버스정류장 앞","1","1"
"2025-07-01","1210. 롯데월드타워(잠실역2번출구 쪽)","4","6"
"2025-07-01","107. 수협 연남동지점","2","1"
"2025-07-01","826. 서울역 서부교차로2","2","2"
"2025-07-01","590. 건국대학교 (입학정보관)","1","1"
"2025-07-01","501. 광진문화예술회관 앞","1","0"
"2025-07-01","502. 자양(뚝섬한강공원)역 1번출구 앞","6","3"
"2025-07-02","108. 서교동 사거리","1","0"
"2025-07-02","742. 등촌역 5번 출구 뒤","0","1"
"2025-07-02","748. 목동운동장","1","0"
"2025-07-02","511. 서울숲역 5번 출구 옆","2","0"
"2025-07-02","512. 뚝섬역 1번 출구 옆","0","2"
"2025-07-02","1448. 코스트코 상봉점","0","1"
"2025-07-02","514. 성수사거리 버스정류장 앞","0","1"
"2025-07-02","302. 경복궁역 6번출구 뒤","0","2"
"2025-07-02","3513. 상왕십리역 1번출구","0","1"
"2025-07-02","3515. 서울숲 관리사무소","1","2"
"2025-07-02","1338. 용문2교 옆","0","1"
"2025-07-02","314. 국립현대미술관","0","2"
"2025-07-02","2279. 교대역 5번출구뒤","0","1"
"2025-07-02","276. 영등포로터리2","0","1"
"2025-07-02","828. 숙대입구역 8번","1","1"
"2025-07-02","829. 한강대교 북단 교차로","3","1"
"2025-07-02","832. 이촌1동 주민센터 뒤","2","2"
"2025-07-02","1677. 육군사관학교  앞","1","1"
"2025-07-02","320. 을지로입구역 4번출구 앞","1","0"
"2025-07-02","321. KEB 하나금융그룹 명동사옥 옆","3","5"
"2025-07-02","393. 동대문역 8번 출구","0","1"
"2025-07-02","838. 숙대입구역 4번출구","0","1"
"2025-07-02","326. 안국역 5번출구 앞","1","0"
"2025-07-02","397. 종묘공영주차장 건너편","1","0"
"2025-07-02","398. 을지로3가역 3번출구","2","0"
"2025-07-02","430. 장충동먹자골목 앞","0","1"
"2025-07-02","431. 청계천 영도교","2","0"
"2025-07-02","841. 신용산역 1번 출구","0","1"
"2025-07-02","329. 청계2가 사거리 옆","3","4"
"2025-07-02","1364. 성북동 치안센터 앞","0","1"
"2025-07-02","1368. 성신여대입구 교차로","1","0"
"2025-07-02","335. 종로3가역 15번출구 뒤","0","1"
"2025-07-02","2503. 반포1동 서초빌딩 앞","0","2"
"2025-07-02","2504. 신사역 4번출구 뒤","0","1"
"2025-07-02","2408. 강남한양수자인아파트","0","1"
"2025-07-02","1295. 잠실역 8번출구","1","0"
"2025-07-02","1057. 능골근린공원","1","1"
"2025-07-02","453. 종로오가 지하쇼핑센터 14번출구","4","4"
"2025-07-02","454. 종로2가 버스정류장 (종각방향)","3","2"
"2025-07-02","455. 종로6가역 버스정류장(동대문 방향)","0","2"
"2025-07-02","458. 광화문역 5번출구","0","1"
"2025-07-02","1372. KEB은행 고대점","1","0"
"2025-07-02","1373. 성북구보건소 건너편","1","0"
"2025-07-02","3534. 건대입구역 5번출구 뒤","2","1"
"2025-07-02","352. 중앙고입구 삼거리","2","1"
"2025-07-02","1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)","2","0"
"2025-07-02","353. 재동초교 앞 삼거리","0","1"
"2025-07-02","1190. 마곡역 교차로(2번출구)","0","1"
"2025-07-02","358. 성균관대입구 사거리 A","0","1"
"2025-07-02","359. 원남동사거리","1","1"
"2025-07-02","470.회현역 7번출구","2","0"
"2025-07-02","471.회현사거리 남측","5","5"
"2025-07-02","472.삼일교(시그니쳐 타워)","3","0"
"2025-07-02","473.을지로4가역 9번출구","3","0"
"2025-07-02","474.동대문역사문화공원역 1번출구 뒤편","2","1"
"2025-07-02","475.DDP 패션몰","1","1"
"2025-07-02","477.앰배서더 호텔 주변","0","1"
"2025-07-02","3407.안국동사거리(신)","3","3"
"2025-07-02","3408.종로타워빌딩","2","0"
"2025-07-02","3410.종로3가역 8번출구","1","0"
"2025-07-02","3414.종로5가역 4번출구","0","2"
"2025-07-02","3420. 성균관대입구 사거리 B","2","0"
"2025-07-02","3422.성균관대 정문","1","0"
"2025-07-02","370. 시청역(2호선) 9번출구 뒤","2","4"
"2025-07-02","2635.잠실새내역 1번출구","0","1"
"2025-07-02","2637. 아시아지하보도 14번 출구","1","0"
"2025-07-02","2652.송파 레미니스1단지 102동 앞","0","1"
"2025-07-02","2654.올림픽선수촌아파트 136동 앞","1","0"
"2025-07-02","2418.봉은사역 7번 출구 ","1","0"
"2025-07-02","2419.봉은사역 1,2번 출구 ","0","2"
"2025-07-02","2427.개포고등학교 정문앞","1","0"
"2025-07-02","2515.서초초등학교 후문","0","1"
"2025-07-02","2525.반포쇼핑타운 2동 앞","2","3"
"2025-07-02","379. 서울역9번출구","0","2"
"2025-07-02","380. CJ제일제당 앞","0","2"
"2025-07-02","3220.래미안에스티움 앞 (신풍로)","0","1"
"2025-07-02","114. 홍대입구역 8번출구 앞","1","0"
"2025-07-02","2715.마곡나루역 2번 출구 ","0","1"
"2025-07-02","2717.LG유플러스 마곡사옥","1","1"
"2025-07-02","119. 서강나루 공원","1","1"
"2025-07-02","154. 마포구청역 ","0","1"
"2025-07-02","497.합정동주민센터 앞","1","1"
"2025-07-02","498.연남동주민센터 앞","1","0"
"2025-07-02","3009. 홍대입구역 사거리","0","3"
"2025-07-02","3010.홍대입구역 3번출구","3","6"
"2025-07-02","852. 청암자이아파트 앞","1","0"
"2025-07-02","3120.DMC엘가아파트 앞","0","1"
"2025-07-02","3130.가재울사거리","1","1"
"2025-07-02","3131.연가교 교차로","1","0"
"2025-07-02","870.노들섬 서측 앞","0","3"
"2025-07-02","674.고대앞사거리 교통섬","0","1"
"2025-07-02","3550.금호나들목","1","0"
"2025-07-02","3559.성동구민종합체육센터 건너편","1","0"
"2025-07-02","2077.노들역 3번출구","0","1"
"2025-07-02","3587.우성식품 앞","0","1"
"2025-07-02","2547. 반포래미안 리오센트","2","1"
"2025-07-02","3013.서울지방고용노동청 앞","1","0"
"2025-07-02","4765. 동대문디자인플라자","1","1"
"2025-07-02","530. 청계벽산아파트 앞","1","1"
"2025-07-02","4609. 파크타워 104동 앞","1","0"
"2025-07-02","4615. 크라운호텔앞 버스정류소","1","1"
"2025-07-02","4619. 한강트럼프월드3차 앞","1","0"
"2025-07-02","4629. 한강초교보도육교 앞","1","0"
"2025-07-02","4362. 행당중학교 후문","1","1"
"2025-07-02","4708. 조계사앞사거리","3","0"
"2025-07-02","537. 한양대후문역 부근","1","0"
"2025-07-02","4122. 청계9가교차로 앞","1","0"
"2025-07-02","4762. 국제빌딩","2","0"
"2025-07-02","4774. 을지로입구역 8번출구","1","3"
"2025-07-02","4791. 명동역9번 출구","0","5"
"2025-07-02","4211. 시석빌딩 앞","1","0"
"2025-07-02","4705. 웰니스센터(민방위교육장 앞)","1","0"
"2025-07-02","4496. 잠실 파크리오 120동 앞","1","0"
"2025-07-02","4793. 동대문역사문화공원역 5번출구","1","0"
"2025-07-02","3606. 신사동주민센터 옆","4","0"
"2025-07-02","3627. 압구정나들목","0","4"
"2025-07-02","231. 남부고용노동지청 남측","1","1"
"2025-07-02","4563. 여의도 은하아파트","1","2"
"2025-07-02","3638. 신청담나들목","3","0"
"2025-07-02","3881. 신자초교입구 교차로","1","1"
"2025-07-02","4216. 망원정 앞","2","0"
"2025-07-02","5057. 마곡역4번출구","0","1"
"2025-07-02","4798. 황학동롯데캐슬","0","1"
"2025-07-02","4217. 한강공원 망원나들목","2","4"
"2025-07-02","4633. 센트럴파크타워 앞","1","0"
"2025-07-02","4598. 오목교 동측 지하보도","0","1"
"2025-07-02","249. 여의도중학교 옆","0","1"
"2025-07-02","4224. 서부운전면허시험장","0","2"
"2025-07-02","252. 보라매역4번출구","1","0"
"2025-07-02","4244. 당인리발전소 공원 앞","2","8"
"2025-07-02","4621. 남산도서관 앞","1","0"
"2025-07-02","4634. 이태원역 3번 출구","1","0"
"2025-07-02","4718. 광화문역 6번출구 옆 A","0","1"
"2025-07-02","4907. 극동스포츠 앞","2","0"
"2025-07-02","4719. 종로문화원 건너편","2","2"
"2025-07-02","4385. 용답동 우체국 주변","3","3"
"2025-07-02","129. 신촌역(2호선) 6번출구 옆","0","1"
"2025-07-02","4641. 아메리칸센터","1","1"
"2025-07-02","4274. 신촌 파랑고래 입구","0","1"
"2025-07-02","4131. 베네스트 오피스텔 앞","1","1"
"2025-07-02","800. 목월공원 앞","0","1"
"2025-07-02","4929. 파스쿠찌 청담사거리점 앞","1","0"
"2025-07-02","805. 문배어린이공원 앞","0","1"
"2025-07-02","6057. 을지로5가(방산시장)","0","2"
"2025-07-02","6058. 서울도시건축전시관 옆","1","1"
"2025-07-02","131. 증산2교","1","0"
"2025-07-02","4137. 답십리역 4번출구","0","1"
"2025-07-02","4398. 유원지식산업센터 앞","2","0"
"2025-07-02","4399. 더리브 세종타워 앞","0","2"
"2025-07-02","5513. 마포음식문화거리","0","3"
"2025-07-02","387. 훈련원공원주차장 앞","2","0"
"2025-07-02","181. 망원초록길 입구","2","2"
"2025-07-02","182. 망원2빗물펌프장 앞","4","2"
"2025-07-02","183. 하늘채코오롱아파트 건너편","2","0"
"2025-07-02","184.망원우체국사거리 인근","2","0"
"2025-07-02","565. 옥수역 3번출구","4","0"
"2025-07-02","568. 청계8가 사거리 B","1","0"
"2025-07-02","622. 전농사거리 교통섬","0","1"
"2025-07-02","102. 망원역 1번출구 앞","0","2"
"2025-07-02","640. 동대문경찰서 교차로","1","0"
"2025-07-02","141. 연대 대운동장 옆","1","0"
"2025-07-02","267. 삼성화재 사옥 옆","2","0"
"2025-07-02","272. 당산육갑문","0","3"
"2025-07-02","825. 서빙고동 주민센터 앞","0","5"
"2025-07-02","585. 성수2가1동 공영주차장 인근","0","1"
"2025-07-02","587. 유니베라 앞","1","1"
"2025-07-02","588. 뚝섬 유원지역","2","0"
"2025-07-02","589. 성수역3번출구","2","3"
"2025-07-02","1112. 마곡엠밸리4단지 정문","3","2"
"2025-07-02","206. KBS 앞","0","1"
"2025-07-02","1209. 잠실나루역 (2번 출구 쪽)","0","1"
"2025-07-02","1215. 올림픽공원역 1번출구 앞","0","1"
"2025-07-02","209. 유진투자증권빌딩 앞","1","0"
"2025-07-02","1438. 홈플러스 신내점 앞","1","1"
"2025-07-02","215. 여의도고교 앞","1","0"
"2025-07-02","1321. 국민은행 종암동지점 앞","2","0"
"2025-07-02","1906. 신도림역 1번 출구 앞","1","1"
"2025-07-02","2002. 노들역 1번출구","2","2"
"2025-07-02","223. 진주아파트상가 앞","2","0"
"2025-07-02","2025. 흑석역 1번출구","0","2"
"2025-07-02","224. 롯데캐슬 앞","0","1"
"2025-07-02","207. 여의나루역 1번출구 앞","4","0"
"2025-07-02","2214. 신반포역 2번출구 앞","2","0"
"2025-07-02","2217.아크로리버뷰 부지 앞","1","0"
"2025-07-02","2219. 고속터미널역 8-1번, 8-2번 출구 사이","1","4"
"2025-07-02","2221. 방일초교 마을버스 정류장","0","1"
"2025-07-02","2222.사당역 12번출구 뒤","2","2"
"2025-07-02","2305. MCM 본사 직영점 앞","3","1"
"2025-07-02","106. 합정역 7번출구 앞","0","2"
"2025-07-02","1018. 둔촌 주공 GS 맞은편","1","0"
"2025-07-02","2003. 사육신공원앞","1","0"
"2025-07-02","107. 수협 연남동지점","2","0"
"2025-07-02","1244. 문정 법조단지8","1","0"
"2025-07-02","2215. 반포종합운동장 입구","3","0"
"2025-07-02","1204. 거여역 3번출구","0","1"
"2025-07-02","390. 충무로역 1번출구","2","0"
"2025-07-02","2350. 래미안그레이튼102동앞","1","0"
"2025-07-02","422. 문화비축기지","2","0"
"2025-07-02","592. 건국대학교 학생회관","1","0"
"2025-07-02","450. 효자동 삼거리","1","0"
"2025-07-02","502. 자양(뚝섬한강공원)역 1번출구 앞","3","4"
"2025-07-03","108. 서교동 사거리","4","1"
"2025-07-03","731. 서울시 도로환경관리센터","1","0"
"2025-07-03","748. 목동운동장","1","1"
"2025-07-03","1033. 고덕동 아남아파트","0","2"
"2025-07-03","1041. 묘곡초등학교","2","0"
"2025-07-03","510. 뚝도아리수정수센터 버스정류소 옆","0","1"
"2025-07-03","1260. 방이동 한양3차아파트 옆","0","1"
"2025-07-03","511. 서울숲역 5번 출구 옆","2","0"
"2025-07-03","512. 뚝섬역 1번 출구 옆","0","1"
"2025-07-03","1531. 미아사거리 1번 출구","1","1"
"2025-07-03","514. 성수사거리 버스정류장 앞","1","0"
"2025-07-03","2363. 강남 을지병원 교차로","1","0"
"2025-07-03","2365. K+ 타워 앞","1","1"
"2025-07-03","302. 경복궁역 6번출구 뒤","1","0"
"2025-07-03","303. 광화문역 1번출구 앞","0","1"
"2025-07-03","3506. 영동대교 북단","1","1"
"2025-07-03","3511. 응봉역 1번출구","2","1"
"2025-07-03","3513. 상왕십리역 1번출구","3","0"
"2025-07-03","3515. 서울숲 관리사무소","2","1"
"2025-07-03","305. 종로구청 옆","0","5"
"2025-07-03","308. 광화문 S타워 앞","1","0"
"2025-07-03","310. 청계광장 옆","0","1"
"2025-07-03","314. 국립현대미술관","4","4"
"2025-07-03","316. 종각역 1번출구 앞","0","2"
"2025-07-03","829. 한강대교 북단 교차로","0","2"
"2025-07-03","832. 이촌1동 주민센터 뒤","0","1"
"2025-07-03","318. 광교사거리 남측","2","4"
"2025-07-03","1677. 육군사관학교  앞","0","1"
"2025-07-03","321. KEB 하나금융그룹 명동사옥 옆","3","0"
"2025-07-03","393. 동대문역 8번 출구","1","1"
"2025-07-03","1050.  둔촌역 3번 출입구","0","1"
"2025-07-03","327. 낙원상가 옆","1","0"
"2025-07-03","328. 탑골공원 앞","1","1"
"2025-07-03","839. 보광동 삼성리버빌아파트 앞","0","4"
"2025-07-03","841. 신용산역 1번 출구","1","0"
"2025-07-03","843. 이태원관광특구 입구(용산구청방향)","0","1"
"2025-07-03","329. 청계2가 사거리 옆","0","2"
"2025-07-03","331. 을지로2가 사거리 북측","0","3"
"2025-07-03","1684. 태릉입구역 5번출구","1","0"
"2025-07-03","111. 상수역 2번출구 앞","0","2"
"2025-07-03","334. 종로3가역 2번출구 뒤","1","0"
"2025-07-03","335. 종로3가역 15번출구 뒤","1","0"
"2025-07-03","2070. 노량진역 2번 출구 앞","0","1"
"2025-07-03","339. 종로4가 사거리","4","0"
"2025-07-03","2504. 신사역 4번출구 뒤","0","1"
"2025-07-03","3528. 광진정보도서관","0","2"
"2025-07-03","453. 종로오가 지하쇼핑센터 14번출구","0","2"
"2025-07-03","454. 종로2가 버스정류장 (종각방향)","2","3"
"2025-07-03","346. 맥스타일 앞","0","2"
"2025-07-03","1372. KEB은행 고대점","1","0"
"2025-07-03","1373. 성북구보건소 건너편","1","1"
"2025-07-03","284. 센트럴 푸르지오 시티 앞","1","0"
"2025-07-03","3534. 건대입구역 5번출구 뒤","3","1"
"2025-07-03","435. SK 남산빌딩","0","1"
"2025-07-03","352. 중앙고입구 삼거리","2","2"
"2025-07-03","2608. 송파구청","1","1"
"2025-07-03","353. 재동초교 앞 삼거리","9","11"
"2025-07-03","1190. 마곡역 교차로(2번출구)","0","1"
"2025-07-03","355. 서울사대부설초등학교 앞","3","1"
"2025-07-03","356. KT혜화지사 앞","3","1"
"2025-07-03","358. 성균관대입구 사거리 A","0","1"
"2025-07-03","359. 원남동사거리","7","4"
"2025-07-03","465. 삼청공원 앞","2","2"
"2025-07-03","362. 청계8가사거리 A","1","1"
"2025-07-03","445.대한상공회의소","1","0"
"2025-07-03","468.웨스틴 조선호텔","2","0"
"2025-07-03","471.회현사거리 남측","5","2"
"2025-07-03","473.을지로4가역 9번출구","0","2"
"2025-07-03","474.동대문역사문화공원역 1번출구 뒤편","2","2"
"2025-07-03","477.앰배서더 호텔 주변","0","1"
"2025-07-03","480.약수역 6번 출구","0","1"
"2025-07-03","2644. 성내5교","1","1"
"2025-07-03","2645.잠실나들목2(엘스아파트136동)","1","0"
"2025-07-03","113. 홍대입구역 2번출구 앞","1","1"
"2025-07-03","3407.안국동사거리(신)","4","6"
"2025-07-03","3410.종로3가역 8번출구","1","0"
"2025-07-03","3411.종묘","1","4"
"2025-07-03","3412.세운상가","1","1"
"2025-07-03","3414.종로5가역 4번출구","2","4"
"2025-07-03","3415.동대문역6번출구","0","2"
"2025-07-03","3420. 성균관대입구 사거리 B","0","1"
"2025-07-03","3421.혜화역 1번출구","2","0"
"2025-07-03","3422.성균관대 정문","5","0"
"2025-07-03","3432.종로2가 사거리","1","1"
"2025-07-03","374. 신당동주민센터앞","1","1"
"2025-07-03","2524.반포쇼핑타운 8동 앞","2","0"
"2025-07-03","2525.반포쇼핑타운 2동 앞","6","3"
"2025-07-03","2532.국립국악원 앞","1","0"
"2025-07-03","299.여의도 순복음교회","0","1"
"2025-07-03","383. 신당역 12번 출구 뒤","1","1"
"2025-07-03","114. 홍대입구역 8번출구 앞","4","4"
"2025-07-03","146. 마포역 2번출구 뒤","0","1"
"2025-07-03","2725.서울식물원 식물문화센터","1","1"
"2025-07-03","2728.마곡나루역 3번 출구","1","1"
"2025-07-03","150. 서강대역 2번출구 앞","1","1"
"2025-07-03","119. 서강나루 공원","3","2"
"2025-07-03","153. 성산2교 사거리","0","1"
"2025-07-03","493.홍대입구역 6번출구","1","1"
"2025-07-03","497.합정동주민센터 앞","0","1"
"2025-07-03","498.연남동주민센터 앞","2","3"
"2025-07-03","159. 이대역 4번 출구","0","1"
"2025-07-03","3009. 홍대입구역 사거리","1","0"
"2025-07-03","3010.홍대입구역 3번출구","2","2"
"2025-07-03","160. 북아현동 가구거리","1","0"
"2025-07-03","849. 삼각지 자이아파트","2","0"
"2025-07-03","852. 청암자이아파트 앞","1","1"
"2025-07-03","853.용산역 맞은편","1","2"
"2025-07-03","855.이촌역5번출구 앞","0","1"
"2025-07-03","858.녹사평역3번 출구","1","1"
"2025-07-03","860.LG한강 자이아파트 앞","1","2"
"2025-07-03","864.순천향대학병원(한남오거리)","0","1"
